,Activity,Start_time,End_time,Duration,Hour
45,Sleeping,2011-02-12 22:58:00,2011-02-13 07:34:00,516,22.966666666666665
46,Sleeping,2011-02-13 23:28:00,2011-02-14 07:55:00,507,23.466666666666665
47,Sleeping,2011-02-14 21:48:00,2011-02-15 06:15:00,507,21.8
48,Sleeping,2011-02-15 21:03:00,2011-02-16 05:10:00,487,21.05
49,Sleeping,2011-02-16 22:53:00,2011-02-17 06:59:00,486,22.883333333333333
50,Sleeping,2011-02-17 23:20:00,2011-02-18 07:03:00,463,23.333333333333332
51,Sleeping,2011-02-18 23:38:00,2011-02-19 07:08:00,450,23.633333333333333
52,Sleeping,2011-02-19 21:32:00,2011-02-20 05:59:00,507,21.533333333333335
53,Sleeping,2011-02-20 22:53:00,2011-02-21 07:30:00,517,22.883333333333333
54,Sleeping,2011-02-21 22:57:00,2011-02-22 06:27:00,450,22.95
55,Sleeping,2011-02-22 22:15:00,2011-02-23 06:34:00,499,22.25
56,Sleeping,2011-02-23 23:37:00,2011-02-24 07:21:00,464,23.616666666666667
57,Sleeping,2011-02-24 23:52:00,2011-02-25 07:59:00,487,23.866666666666667
58,Sleeping,2011-02-25 22:55:00,2011-02-26 07:14:00,499,22.916666666666668
59,Sleeping,2011-02-26 22:45:00,2011-02-27 07:30:00,525,22.75
60,Sleeping,2011-02-27 23:38:00,2011-02-28 08:21:00,523,23.633333333333333
61,Sleeping,2011-02-28 22:26:00,2011-03-01 06:48:00,502,22.433333333333334
62,Sleeping,2011-03-01 23:41:00,2011-03-02 07:17:00,456,23.683333333333334
63,Sleeping,2011-03-02 23:11:00,2011-03-03 06:48:00,457,23.183333333333334
64,Sleeping,2011-03-03 23:57:00,2011-03-04 07:55:00,478,23.95
65,Sleeping,2011-03-04 21:39:00,2011-03-05 05:41:00,482,21.65
66,Sleeping,2011-03-05 21:05:00,2011-03-06 06:26:00,561,21.083333333333332
67,Sleeping,2011-03-06 21:16:00,2011-03-07 06:28:00,552,21.266666666666666
68,Sleeping,2011-03-07 22:57:00,2011-03-08 06:41:00,464,22.95
69,Sleeping,2011-03-08 23:37:00,2011-03-09 07:12:00,455,23.616666666666667
70,Sleeping,2011-03-09 21:08:00,2011-03-10 05:02:00,474,21.133333333333333
71,Sleeping,2011-03-10 21:17:00,2011-03-11 05:09:00,472,21.283333333333335
72,Sleeping,2011-03-11 23:23:00,2011-03-12 07:48:00,505,23.383333333333333
73,Sleeping,2011-03-12 22:22:00,2011-03-13 06:42:00,500,22.366666666666667
74,Sleeping,2011-03-13 23:25:00,2011-03-14 08:04:00,519,23.416666666666668
75,Sleeping,2011-03-14 23:07:00,2011-03-15 07:21:00,494,23.116666666666667
76,Sleeping,2011-03-15 22:44:00,2011-03-16 06:50:00,486,22.733333333333334
77,Sleeping,2011-03-16 21:25:00,2011-03-17 05:13:00,468,21.416666666666668
78,Sleeping,2011-03-17 23:48:00,2011-03-18 07:20:00,452,23.8
79,Sleeping,2011-03-18 23:50:00,2011-03-19 07:54:00,484,23.833333333333332
80,Sleeping,2011-03-19 23:34:00,2011-03-20 07:55:00,501,23.566666666666666
81,Sleeping,2011-03-20 23:43:00,2011-03-21 08:19:00,516,23.716666666666665
82,Sleeping,2011-03-21 23:04:00,2011-03-22 07:33:00,509,23.066666666666666
83,Sleeping,2011-03-22 23:53:00,2011-03-23 07:31:00,458,23.883333333333333
84,Sleeping,2011-03-23 22:43:00,2011-03-24 06:58:00,495,22.716666666666665
85,Sleeping,2011-03-24 23:32:00,2011-03-25 07:10:00,458,23.533333333333335
86,Sleeping,2011-03-25 23:00:00,2011-03-26 06:56:00,476,23.0
87,Sleeping,2011-03-26 22:12:00,2011-03-27 07:11:00,539,22.2
88,Sleeping,2011-03-27 22:18:00,2011-03-28 07:15:00,537,22.3
89,Sleeping,2011-03-28 23:47:00,2011-03-29 08:13:00,506,23.783333333333335
90,Sleeping,2011-03-29 23:25:00,2011-03-30 07:08:00,463,23.416666666666668
91,Sleeping,2011-03-30 22:18:00,2011-03-31 06:40:00,502,22.3
92,Sleeping,2011-03-31 23:32:00,2011-04-01 07:40:00,488,23.533333333333335
93,Sleeping,2011-04-01 23:32:00,2011-04-02 07:21:00,469,23.533333333333335
94,Sleeping,2011-04-02 21:52:00,2011-04-03 06:12:00,500,21.866666666666667
95,Sleeping,2011-04-03 23:34:00,2011-04-04 08:02:00,508,23.566666666666666
96,Sleeping,2011-04-04 21:08:00,2011-04-05 05:35:00,507,21.133333333333333
97,Sleeping,2011-04-05 22:31:00,2011-04-06 06:39:00,488,22.516666666666666
98,Sleeping,2011-04-06 21:06:00,2011-04-07 05:19:00,493,21.1
99,Sleeping,2011-04-07 23:00:00,2011-04-08 06:41:00,461,23.0
100,Sleeping,2011-04-08 21:14:00,2011-04-09 05:28:00,494,21.233333333333334
